History
"[31, 2, 32, 3, 22, 2, 32, 3, 31, 2, 21]"
"[70, 3, 70, 3, 60, 0, 50, 3, 51, 3, 52]"
"[41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 13]"
"[60, 0, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[14, 2, 15, 1, 14, 2, 4, 1, 3, 2, 13]"
"[72, 2, 73, 3, 63, 2, 73, 3, 74, 0, 84]"
"[40, 1, 41, 3, 40, 1, 41, 3, 31, 2, 21]"
"[60, 0, 60, 0, 50, 3, 51, 3, 41, 3, 42]"
"[73, 3, 72, 2, 73, 3, 63, 2, 53, 0, 52]"
"[40, 1, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 13]"
"[60, 0, 60, 0, 50, 3, 50, 3, 51, 3, 52]"
"[40, 1, 41, 3, 31, 2, 32, 3, 31, 2, 21]"
"[40, 1, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[50, 3, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[32, 3, 33, 0, 32, 3, 22, 2, 12, 1, 13]"
"[32, 3, 33, 0, 32, 3, 22, 2, 12, 1, 13]"
"[50, 3, 40, 1, 50, 3, 51, 3, 41, 3, 42]"
"[50, 3, 40, 1, 41, 3, 31, 2, 41, 3, 42]"
"[40, 1, 40, 1, 40, 1, 50, 3, 51, 3, 52]"
"[55, 0, 54, 1, 55, 0, 54, 1, 55, 0, 65]"
"[40, 1, 40, 1, 50, 3, 51, 3, 41, 3, 42]"
"[50, 3, 40, 1, 41, 3, 40, 1, 41, 3, 42]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[50, 3, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[50, 3, 51, 3, 50, 3, 51, 3, 41, 3, 42]"
"[16, 2, 17, 3, 18, 0, 17, 3, 18, 0, 8]"
"[60, 0, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[60, 0, 60, 0, 60, 0, 50, 3, 51, 3, 52]"
"[64, 0, 74, 0, 73, 3, 72, 2, 62, 1, 61]"
"[50, 3, 40, 1, 41, 3, 31, 2, 41, 3, 42]"
"[40, 1, 41, 3, 40, 1, 50, 3, 51, 3, 52]"
"[50, 3, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[60, 0, 60, 0, 50, 3, 51, 3, 41, 3, 42]"
"[50, 3, 40, 1, 41, 3, 31, 2, 41, 3, 42]"
"[73, 3, 63, 2, 64, 0, 63, 2, 53, 0, 52]"
"[32, 3, 22, 2, 23, 2, 24, 3, 23, 2, 13]"
"[51, 3, 41, 3, 31, 2, 32, 3, 31, 2, 21]"
"[50, 3, 40, 1, 50, 3, 51, 3, 41, 3, 42]"
"[50, 3, 51, 3, 41, 3, 40, 1, 41, 3, 42]"
"[23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 6]"
"[60, 0, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[22, 2, 12, 1, 22, 2, 12, 1, 11, 2, 21]"
"[50, 3, 50, 3, 40, 1, 40, 1, 41, 3, 42]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[25, 3, 15, 1, 14, 2, 4, 1, 3, 2, 13]"
"[23, 2, 24, 3, 23, 2, 24, 3, 23, 2, 13]"
"[50, 3, 51, 3, 41, 3, 31, 2, 41, 3, 42]"
"[64, 0, 54, 1, 64, 0, 63, 2, 53, 0, 52]"
"[51, 3, 41, 3, 31, 2, 41, 3, 31, 2, 21]"
"[70, 3, 60, 0, 50, 3, 51, 3, 52]"
"[40, 1, 41, 3, 31, 2, 32, 3, 31, 2, 21]"
"[25, 3, 26, 0, 25, 3, 15, 1, 16, 2, 6]"
"[60, 0, 50, 3, 50, 3, 51, 3, 41, 3, 42]"
"[60, 0, 50, 3, 50, 3, 51, 3, 41, 3, 42]"
"[64, 0, 63, 2, 64, 0, 63, 2, 53, 0, 52]"
"[24, 3, 23, 2, 24, 3, 14, 2, 4, 1, 5]"
"[70, 3, 70, 3, 60, 0, 50, 3, 51, 3, 52]"
"[40, 1, 50, 3, 50, 3, 40, 1, 41, 3, 42]"
"[60, 0, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[50, 3, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[71, 1, 72, 2, 73, 3, 72, 2, 62, 1, 61]"
"[33, 0, 32, 3, 22, 2, 12, 1, 11, 2, 21]"
"[40, 1, 41, 3, 31, 2, 32, 3, 31, 2, 21]"
"[40, 1, 50, 3, 50, 3, 50, 3, 51, 3, 52]"
"[31, 2, 32, 3, 22, 2, 12, 1, 11, 2, 21]"
"[23, 2, 24, 3, 14, 2, 4, 1, 3, 2, 13]"
"[50, 3, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[23, 2, 24, 3, 14, 2, 24, 3, 23, 2, 13]"
"[50, 3, 50, 3, 40, 1, 40, 1, 41, 3, 42]"
"[40, 1, 41, 3, 31, 2, 32, 3, 31, 2, 21]"
"[51, 3, 41, 3, 31, 2, 41, 3, 31, 2, 21]"
"[14, 2, 15, 1, 16, 2, 17, 3, 18, 0, 8]"
"[40, 1, 41, 3, 31, 2, 41, 3, 31, 2, 21]"
"[40, 1, 50, 3, 40, 1, 40, 1, 41, 3, 42]"
"[25, 3, 15, 1, 16, 2, 17, 3, 18, 0, 28]"
"[25, 3, 24, 3, 25, 3, 26, 0, 16, 2, 6]"
"[70, 3, 60, 0, 50, 3, 51, 3, 52]"
"[51, 3, 41, 3, 31, 2, 41, 3, 31, 2, 21]"
"[12, 1, 22, 2, 32, 3, 22, 2, 23, 2, 13]"
"[40, 1, 50, 3, 51, 3, 50, 3, 51, 3, 52]"
"[40, 1, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[25, 3, 26, 0, 36, 3, 26, 0, 16, 2, 6]"
"[70, 3, 60, 0, 50, 3, 50, 3, 51, 3, 52]"
"[50, 3, 51, 3, 41, 3, 31, 2, 41, 3, 42]"
"[60, 0, 60, 0, 50, 3, 51, 3, 41, 3, 42]"
"[60, 0, 60, 0, 50, 3, 51, 3, 41, 3, 42]"
"[41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 13]"
"[15, 1, 14, 2, 15, 1, 14, 2, 4, 1, 5]"
"[60, 0, 60, 0, 50, 3, 40, 1, 41, 3, 42]"
"[24, 3, 14, 2, 24, 3, 14, 2, 4, 1, 5]"
"[60, 0, 60, 0, 50, 3, 51, 3, 41, 3, 42]"
"[60, 0, 50, 3, 51, 3, 50, 3, 51, 3, 52]"
"[50, 3, 40, 1, 50, 3, 51, 3, 41, 3, 42]"
"[70, 3, 60, 0, 50, 3, 51, 3, 41, 3, 42]"
"[54, 1, 64, 0, 63, 2, 53, 0, 43, 3, 42]"
"[40, 1, 41, 3, 40, 1, 40, 1, 41, 3, 42]"
"[40, 1, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[23, 2, 24, 3, 14, 2, 4, 1, 3, 2, 13]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 6]"
"[60, 0, 50, 3, 50, 3, 50, 3, 51, 3, 52]"
"[64, 0, 63, 2, 64, 0, 54, 1, 53, 0, 52]"
"[50, 3, 50, 3, 50, 3, 40, 1, 41, 3, 42]"
"[41, 3, 40, 1, 41, 3, 40, 1, 41, 3, 42]"
"[14, 2, 15, 1, 16, 2, 17, 3, 18, 0, 8]"
"[40, 1, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[70, 3, 60, 0, 50, 3, 51, 3, 41, 3, 42]"
"[40, 1, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[60, 0, 60, 0, 50, 3, 40, 1, 41, 3, 42]"
"[41, 3, 31, 2, 32, 3, 33, 0, 23, 2, 13]"
"[31, 2, 41, 3, 31, 2, 32, 3, 31, 2, 21]"
"[23, 2, 24, 3, 25, 3, 26, 0, 16, 2, 6]"
"[50, 3, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[40, 1, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[63, 2, 64, 0, 63, 2, 53, 0, 43, 3, 42]"
"[64, 0, 63, 2, 64, 0, 63, 2, 53, 0, 52]"
"[63, 2, 64, 0, 54, 1, 55, 0, 45, 1, 44]"
"[32, 3, 22, 2, 12, 1, 11, 2, 12, 1, 13]"
"[70, 3, 70, 3, 60, 0, 50, 3, 51, 3, 52]"
"[12, 1, 22, 2, 32, 3, 22, 2, 23, 2, 13]"
"[60, 0, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[51, 3, 41, 3, 31, 2, 32, 3, 31, 2, 21]"
"[12, 1, 22, 2, 12, 1, 22, 2, 12, 1, 13]"
"[16, 2, 17, 3, 18, 0, 17, 3, 18, 0, 28]"
"[41, 3, 31, 2, 32, 3, 22, 2, 12, 1, 13]"
"[50, 3, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[50, 3, 40, 1, 40, 1, 50, 3, 51, 3, 52]"
"[70, 3, 60, 0, 50, 3, 51, 3, 52]"
"[60, 0, 60, 0, 60, 0, 50, 3, 51, 3, 52]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[41, 3, 31, 2, 32, 3, 22, 2, 12, 1, 13]"
"[60, 0, 50, 3, 40, 1, 40, 1, 41, 3, 42]"
"[22, 2, 23, 2, 24, 3, 14, 2, 4, 1, 5]"
"[14, 2, 15, 1, 25, 3, 26, 0, 16, 2, 6]"
"[60, 0, 60, 0, 60, 0, 50, 3, 51, 3, 52]"
"[40, 1, 50, 3, 40, 1, 40, 1, 41, 3, 42]"
"[64, 0, 63, 2, 64, 0, 63, 2, 53, 0, 52]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[50, 3, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[60, 0, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[40, 1, 50, 3, 50, 3, 40, 1, 41, 3, 42]"
"[64, 0, 54, 1, 64, 0, 63, 2, 53, 0, 52]"
"[12, 1, 11, 2, 1, 1, 11, 2, 1, 1, 2]"
"[32, 3, 22, 2, 12, 1, 22, 2, 23, 2, 13]"
"[60, 0, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[40, 1, 50, 3, 40, 1, 40, 1, 41, 3, 42]"
"[50, 3, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[14, 2, 4, 1, 3, 2, 3, 2, 4, 1, 5]"
"[31, 2, 32, 3, 31, 2, 41, 3, 31, 2, 21]"
"[51, 3, 41, 3, 31, 2, 41, 3, 31, 2, 21]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[23, 2, 33, 0, 23, 2, 24, 3, 23, 2, 13]"
"[23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 6]"
"[31, 2, 32, 3, 22, 2, 32, 3, 31, 2, 21]"
"[60, 0, 60, 0, 50, 3, 51, 3, 41, 3, 42]"
"[73, 3, 63, 2, 73, 3, 63, 2, 53, 0, 52]"
"[51, 3, 41, 3, 40, 1, 41, 3, 31, 2, 21]"
"[50, 3, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[70, 3, 60, 0, 50, 3, 40, 1, 41, 3, 42]"
"[60, 0, 60, 0, 60, 0, 50, 3, 51, 3, 52]"
"[31, 2, 32, 3, 33, 0, 32, 3, 31, 2, 21]"
"[40, 1, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[63, 2, 53, 0, 43, 3, 33, 0, 43, 3, 42]"
"[50, 3, 40, 1, 40, 1, 50, 3, 51, 3, 52]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[41, 3, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[32, 3, 22, 2, 32, 3, 22, 2, 23, 2, 13]"
"[60, 0, 60, 0, 50, 3, 51, 3, 41, 3, 42]"
"[50, 3, 40, 1, 40, 1, 50, 3, 51, 3, 52]"
"[50, 3, 40, 1, 50, 3, 51, 3, 41, 3, 42]"
"[32, 3, 31, 2, 32, 3, 22, 2, 23, 2, 13]"
"[70, 3, 60, 0, 50, 3, 50, 3, 51, 3, 52]"
"[32, 3, 31, 2, 41, 3, 31, 2, 41, 3, 42]"
"[50, 3, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[40, 1, 50, 3, 50, 3, 51, 3, 41, 3, 42]"
"[60, 0, 60, 0, 50, 3, 51, 3, 41, 3, 42]"
"[50, 3, 40, 1, 41, 3, 31, 2, 41, 3, 42]"
"[40, 1, 41, 3, 40, 1, 41, 3, 31, 2, 21]"
"[41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 13]"
"[14, 2, 4, 1, 3, 2, 4, 1, 3, 2, 13]"
"[40, 1, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[3, 2, 4, 1, 3, 2, 3, 2, 4, 1, 5]"
"[15, 1, 25, 3, 15, 1, 14, 2, 4, 1, 5]"
"[51, 3, 41, 3, 31, 2, 41, 3, 31, 2, 21]"
"[40, 1, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 6]"
"[14, 2, 24, 3, 14, 2, 24, 3, 23, 2, 13]"
"[51, 3, 41, 3, 40, 1, 40, 1, 41, 3, 42]"
"[50, 3, 40, 1, 50, 3, 50, 3, 51, 3, 52]"
"[60, 0, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[40, 1, 41, 3, 31, 2, 41, 3, 31, 2, 21]"
"[82, 0, 72, 2, 73, 3, 63, 2, 53, 0, 52]"
"[40, 1, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[60, 0, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[50, 3, 40, 1, 50, 3, 51, 3, 41, 3, 42]"
"[40, 1, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[23, 2, 24, 3, 23, 2, 24, 3, 23, 2, 13]"
"[40, 1, 50, 3, 50, 3, 40, 1, 41, 3, 42]"
"[14, 2, 15, 1, 25, 3, 26, 0, 16, 2, 6]"
"[31, 2, 32, 3, 22, 2, 12, 1, 11, 2, 21]"
"[50, 3, 40, 1, 40, 1, 50, 3, 51, 3, 52]"
"[40, 1, 50, 3, 50, 3, 51, 3, 41, 3, 42]"
"[14, 2, 4, 1, 3, 2, 3, 2, 4, 1, 5]"
"[14, 2, 15, 1, 14, 2, 15, 1, 16, 2, 6]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[64, 0, 54, 1, 55, 0, 54, 1, 53, 0, 52]"
"[50, 3, 40, 1, 40, 1, 50, 3, 51, 3, 52]"
"[51, 3, 41, 3, 31, 2, 41, 3, 31, 2, 21]"
"[41, 3, 31, 2, 32, 3, 33, 0, 43, 3, 42]"
"[41, 3, 31, 2, 32, 3, 22, 2, 12, 1, 13]"
"[60, 0, 60, 0, 60, 0, 50, 3, 51, 3, 52]"
"[40, 1, 41, 3, 31, 2, 41, 3, 31, 2, 21]"
"[64, 0, 63, 2, 64, 0, 54, 1, 53, 0, 52]"
"[50, 3, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[50, 3, 40, 1, 50, 3, 51, 3, 41, 3, 42]"
"[25, 3, 15, 1, 16, 2, 17, 3, 18, 0, 8]"
"[32, 3, 33, 0, 32, 3, 22, 2, 23, 2, 13]"
"[40, 1, 50, 3, 50, 3, 51, 3, 41, 3, 42]"
"[50, 3, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[70, 3, 60, 0, 50, 3, 51, 3, 41, 3, 42]"
"[41, 3, 40, 1, 50, 3, 50, 3, 51, 3, 52]"
"[32, 3, 33, 0, 32, 3, 33, 0, 43, 3, 42]"
"[51, 3, 41, 3, 31, 2, 32, 3, 31, 2, 21]"
"[60, 0, 60, 0, 60, 0, 50, 3, 51, 3, 52]"
"[63, 2, 64, 0, 63, 2, 73, 3, 74, 0, 84]"
"[50, 3, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[51, 3, 41, 3, 31, 2, 32, 3, 31, 2, 21]"
"[14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 6]"
"[70, 3, 71, 1, 72, 2, 62, 1, 61]"
"[14, 2, 15, 1, 25, 3, 26, 0, 36, 3, 35]"
"[32, 3, 33, 0, 32, 3, 22, 2, 12, 1, 13]"
"[50, 3, 51, 3, 41, 3, 40, 1, 41, 3, 42]"
"[60, 0, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[40, 1, 40, 1, 40, 1, 50, 3, 51, 3, 52]"
"[40, 1, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[41, 3, 40, 1, 50, 3, 51, 3, 41, 3, 42]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[40, 1, 50, 3, 50, 3, 51, 3, 41, 3, 42]"
"[50, 3, 51, 3, 41, 3, 40, 1, 41, 3, 42]"
"[71, 1, 70, 3, 60, 0, 50, 3, 51, 3, 52]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[40, 1, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[72, 2, 73, 3, 74, 0, 73, 3, 74, 0, 84]"
"[50, 3, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[32, 3, 22, 2, 23, 2, 24, 3, 23, 2, 13]"
"[50, 3, 51, 3, 50, 3, 51, 3, 41, 3, 42]"
"[60, 0, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[16, 2, 26, 0, 16, 2, 17, 3, 18, 0, 8]"
"[50, 3, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[50, 3, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[22, 2, 32, 3, 22, 2, 12, 1, 11, 2, 21]"
"[14, 2, 15, 1, 25, 3, 24, 3, 23, 2, 13]"
"[25, 3, 15, 1, 14, 2, 24, 3, 23, 2, 13]"
"[70, 3, 60, 0, 50, 3, 40, 1, 41, 3, 42]"
"[70, 3, 60, 0, 50, 3, 50, 3, 51, 3, 52]"
"[14, 2, 15, 1, 14, 2, 24, 3, 23, 2, 13]"
"[70, 3, 60, 0, 50, 3, 40, 1, 41, 3, 42]"
"[32, 3, 22, 2, 23, 2, 33, 0, 23, 2, 13]"
"[12, 1, 11, 2, 12, 1, 22, 2, 12, 1, 13]"
"[71, 1, 72, 2, 73, 3, 72, 2, 62, 1, 61]"
"[40, 1, 50, 3, 40, 1, 40, 1, 41, 3, 42]"
"[25, 3, 15, 1, 16, 2, 17, 3, 16, 2, 6]"
"[40, 1, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[63, 2, 64, 0, 63, 2, 53, 0, 43, 3, 44]"
"[26, 0, 25, 3, 15, 1, 14, 2, 4, 1, 5]"
"[40, 1, 50, 3, 40, 1, 40, 1, 41, 3, 42]"
"[70, 3, 60, 0, 50, 3, 51, 3, 52]"
"[51, 3, 50, 3, 40, 1, 40, 1, 41, 3, 42]"
"[50, 3, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[50, 3, 40, 1, 50, 3, 50, 3, 51, 3, 52]"
"[60, 0, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[50, 3, 40, 1, 50, 3, 51, 3, 41, 3, 42]"
"[82, 0, 72, 2, 73, 3, 63, 2, 53, 0, 52]"
"[50, 3, 40, 1, 41, 3, 40, 1, 41, 3, 42]"
"[25, 3, 15, 1, 14, 2, 15, 1, 16, 2, 6]"
"[32, 3, 22, 2, 32, 3, 33, 0, 43, 3, 44]"
"[50, 3, 50, 3, 51, 3, 50, 3, 51, 3, 52]"
"[70, 3, 60, 0, 60, 0, 50, 3, 51, 3, 52]"
"[50, 3, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[31, 2, 32, 3, 33, 0, 32, 3, 31, 2, 21]"
"[31, 2, 32, 3, 31, 2, 41, 3, 31, 2, 21]"
"[50, 3, 40, 1, 50, 3, 51, 3, 41, 3, 42]"
"[50, 3, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[55, 0, 54, 1, 64, 0, 63, 2, 53, 0, 52]"
"[50, 3, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
"[70, 3, 60, 0, 50, 3, 51, 3, 52]"
"[70, 3, 60, 0, 50, 3, 40, 1, 41, 3, 42]"
"[40, 1, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[60, 0, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[51, 3, 41, 3, 31, 2, 41, 3, 31, 2, 21]"
"[40, 1, 41, 3, 31, 2, 32, 3, 31, 2, 21]"
"[41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 13]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[40, 1, 41, 3, 31, 2, 41, 3, 31, 2, 21]"
"[25, 3, 15, 1, 16, 2, 17, 3, 16, 2, 6]"
"[60, 0, 60, 0, 50, 3, 40, 1, 41, 3, 42]"
"[15, 1, 25, 3, 15, 1, 14, 2, 4, 1, 5]"
"[40, 1, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[60, 0, 60, 0, 50, 3, 50, 3, 51, 3, 52]"
"[40, 1, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[60, 0, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[50, 3, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[3, 2, 4, 1, 14, 2, 24, 3, 23, 2, 13]"
"[60, 0, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[63, 2, 64, 0, 63, 2, 53, 0, 43, 3, 44]"
"[60, 0, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[60, 0, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[73, 3, 63, 2, 64, 0, 63, 2, 53, 0, 52]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[32, 3, 22, 2, 23, 2, 24, 3, 23, 2, 13]"
"[70, 3, 60, 0, 50, 3, 51, 3, 41, 3, 42]"
"[70, 3, 60, 0, 50, 3, 40, 1, 41, 3, 42]"
"[31, 2, 41, 3, 40, 1, 50, 3, 51, 3, 52]"
"[54, 1, 64, 0, 63, 2, 64, 0, 74, 0, 84]"
"[23, 2, 24, 3, 25, 3, 26, 0, 36, 3, 35]"
"[50, 3, 50, 3, 50, 3, 51, 3, 41, 3, 42]"
"[60, 0, 50, 3, 50, 3, 51, 3, 41, 3, 42]"
"[70, 3, 71, 1, 72, 2, 73, 3, 74, 0, 84]"
"[40, 1, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[40, 1, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[73, 3, 63, 2, 64, 0, 63, 2, 53, 0, 52]"
"[50, 3, 50, 3, 40, 1, 50, 3, 51, 3, 52]"
"[12, 1, 11, 2, 12, 1, 22, 2, 23, 2, 13]"
"[40, 1, 50, 3, 50, 3, 51, 3, 41, 3, 42]"
"[73, 3, 63, 2, 64, 0, 54, 1, 55, 0, 65]"
"[50, 3, 40, 1, 50, 3, 51, 3, 41, 3, 42]"
"[40, 1, 40, 1, 50, 3, 51, 3, 41, 3, 42]"
"[70, 3, 60, 0, 50, 3, 51, 3, 41, 3, 42]"
"[60, 0, 60, 0, 60, 0, 50, 3, 51, 3, 52]"
"[32, 3, 22, 2, 23, 2, 33, 0, 43, 3, 44]"
"[40, 1, 41, 3, 31, 2, 32, 3, 31, 2, 21]"
"[51, 3, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[64, 0, 54, 1, 55, 0, 54, 1, 53, 0, 52]"
"[25, 3, 15, 1, 16, 2, 17, 3, 18, 0, 28]"
"[60, 0, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 13]"
"[31, 2, 32, 3, 31, 2, 41, 3, 31, 2, 21]"
"[74, 0, 73, 3, 63, 2, 64, 0, 74, 0, 84]"
"[40, 1, 50, 3, 51, 3, 41, 3, 31, 2, 21]"
"[64, 0, 74, 0, 73, 3, 63, 2, 53, 0, 52]"
"[60, 0, 50, 3, 50, 3, 51, 3, 41, 3, 42]"
"[40, 1, 50, 3, 40, 1, 41, 3, 31, 2, 21]"
"[24, 3, 14, 2, 4, 1, 14, 2, 4, 1, 5]"
"[73, 3, 63, 2, 64, 0, 54, 1, 53, 0, 52]"
"[50, 3, 40, 1, 50, 3, 40, 1, 41, 3, 42]"
