History
"[14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 25, 3, 26]"
"[15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 25, 3, 26, 0, 16]"
"[15, 1, 25, 3, 15, 1, 25, 3, 26, 0, 16, 2, 17, 3, 16]"
"[41, 3, 31, 2, 32, 3, 22, 2, 12, 1, 22, 2, 23, 2, 24]"
"[50, 3, 51, 3, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24]"
"[51, 3, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14]"
"[41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 24]"
"[31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 24, 3, 14]"
"[32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 24, 3, 14, 2, 15]"
"[22, 2, 23, 2, 24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 14]"
"[24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 14, 2, 4, 1, 14]"
"[50, 3, 51, 3, 41, 3, 31, 2, 32, 3, 33, 0, 23, 2, 24]"
"[51, 3, 41, 3, 31, 2, 32, 3, 33, 0, 23, 2, 24, 3, 14]"
"[41, 3, 31, 2, 32, 3, 33, 0, 23, 2, 24, 3, 14, 2, 15]"
"[31, 2, 32, 3, 33, 0, 23, 2, 24, 3, 14, 2, 15, 1, 14]"
"[32, 3, 33, 0, 23, 2, 24, 3, 14, 2, 15, 1, 14, 2, 24]"
"[33, 0, 23, 2, 24, 3, 14, 2, 15, 1, 14, 2, 24, 3, 25]"
"[23, 2, 24, 3, 14, 2, 15, 1, 14, 2, 24, 3, 25, 3, 26]"
"[24, 3, 14, 2, 15, 1, 14, 2, 24, 3, 25, 3, 26, 0, 25]"
"[14, 2, 15, 1, 14, 2, 24, 3, 25, 3, 26, 0, 25, 3, 24]"
"[15, 1, 14, 2, 24, 3, 25, 3, 26, 0, 25, 3, 24, 3, 14]"
"[14, 2, 24, 3, 25, 3, 26, 0, 25, 3, 24, 3, 14, 2, 24]"
"[24, 3, 25, 3, 26, 0, 25, 3, 24, 3, 14, 2, 24, 3, 14]"
"[25, 3, 26, 0, 25, 3, 24, 3, 14, 2, 24, 3, 14, 2, 15]"
"[26, 0, 25, 3, 24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 25]"
"[25, 3, 24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26]"
"[24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 25]"
"[14, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 26]"
"[24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 26, 0, 25]"
"[14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 26, 0, 25, 3, 15]"
"[15, 1, 25, 3, 26, 0, 25, 3, 26, 0, 25, 3, 15, 1, 25]"
"[25, 3, 26, 0, 25, 3, 26, 0, 25, 3, 15, 1, 25, 3, 15]"
"[26, 0, 25, 3, 26, 0, 25, 3, 15, 1, 25, 3, 15, 1, 25]"
"[25, 3, 26, 0, 25, 3, 15, 1, 25, 3, 15, 1, 25, 3, 15]"
"[26, 0, 25, 3, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 14]"
"[25, 3, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 14, 2, 15]"
"[15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 14]"
"[25, 3, 15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 14, 2, 15]"
"[15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 14, 2, 15, 1, 14]"
"[25, 3, 15, 1, 14, 2, 15, 1, 14, 2, 15, 1, 14, 2, 15]"
"[15, 1, 14, 2, 15, 1, 14, 2, 15, 1, 14, 2, 15, 1, 14]"
"[14, 2, 15, 1, 14, 2, 15, 1, 14, 2, 15, 1, 14, 2, 24]"
"[15, 1, 14, 2, 15, 1, 14, 2, 15, 1, 14, 2, 24, 3, 14]"
"[14, 2, 15, 1, 14, 2, 15, 1, 14, 2, 24, 3, 14, 2, 15]"
"[15, 1, 14, 2, 15, 1, 14, 2, 24, 3, 14, 2, 15, 1, 16]"
"[41, 3, 31, 2, 32, 3, 22, 2, 32, 3, 22, 2, 23, 2, 24]"
"[31, 2, 32, 3, 22, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14]"
"[32, 3, 22, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 24]"
"[32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 24, 3, 23, 2, 24]"
"[22, 2, 23, 2, 24, 3, 14, 2, 24, 3, 23, 2, 24, 3, 14]"
"[23, 2, 24, 3, 14, 2, 24, 3, 23, 2, 24, 3, 14, 2, 24]"
"[24, 3, 14, 2, 24, 3, 23, 2, 24, 3, 14, 2, 24, 3, 25]"
"[14, 2, 24, 3, 23, 2, 24, 3, 14, 2, 24, 3, 25, 3, 15]"
"[24, 3, 23, 2, 24, 3, 14, 2, 24, 3, 25, 3, 15, 1, 25]"
"[23, 2, 24, 3, 14, 2, 24, 3, 25, 3, 15, 1, 25, 3, 15]"
"[24, 3, 14, 2, 24, 3, 25, 3, 15, 1, 25, 3, 15, 1, 14]"
"[14, 2, 24, 3, 25, 3, 15, 1, 25, 3, 15, 1, 14, 2, 15]"
"[24, 3, 25, 3, 15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 25]"
"[25, 3, 15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 25, 3, 15]"
"[15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 25, 3, 15, 1, 25]"
"[25, 3, 15, 1, 14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 24]"
"[15, 1, 14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 24, 3, 14]"
"[14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 24, 3, 14, 2, 24]"
"[15, 1, 25, 3, 15, 1, 25, 3, 24, 3, 14, 2, 24, 3, 14]"
"[25, 3, 15, 1, 25, 3, 24, 3, 14, 2, 24, 3, 14, 2, 15]"
"[15, 1, 25, 3, 24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 25]"
"[25, 3, 24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 25, 3, 24]"
"[24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 25, 3, 24, 3, 14]"
"[14, 2, 24, 3, 14, 2, 15, 1, 25, 3, 24, 3, 14, 2, 15]"
"[24, 3, 14, 2, 15, 1, 25, 3, 24, 3, 14, 2, 15, 1, 16]"
"[14, 2, 15, 1, 25, 3, 24, 3, 14, 2, 15, 1, 16, 2, 26]"
"[15, 1, 25, 3, 24, 3, 14, 2, 15, 1, 16, 2, 26, 0, 25]"
"[25, 3, 24, 3, 14, 2, 15, 1, 16, 2, 26, 0, 25, 3, 15]"
"[24, 3, 14, 2, 15, 1, 16, 2, 26, 0, 25, 3, 15, 1, 14]"
"[14, 2, 15, 1, 16, 2, 26, 0, 25, 3, 15, 1, 14, 2, 24]"
"[16, 2, 26, 0, 25, 3, 15, 1, 14, 2, 24, 3, 23, 2, 24]"
"[26, 0, 25, 3, 15, 1, 14, 2, 24, 3, 23, 2, 24, 3, 14]"
"[15, 1, 14, 2, 24, 3, 23, 2, 24, 3, 14, 2, 4, 1, 14]"
"[14, 2, 4, 1, 3, 2, 4, 1, 3, 2, 3, 2, 4, 1, 14]"
"[50, 3, 51, 3, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24]"
"[41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 23, 2, 24]"
"[31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 23, 2, 24, 3, 25]"
"[32, 3, 22, 2, 23, 2, 24, 3, 23, 2, 24, 3, 25, 3, 15]"
"[22, 2, 23, 2, 24, 3, 23, 2, 24, 3, 25, 3, 15, 1, 25]"
"[23, 2, 24, 3, 23, 2, 24, 3, 25, 3, 15, 1, 25, 3, 26]"
"[24, 3, 23, 2, 24, 3, 25, 3, 15, 1, 25, 3, 26, 0, 25]"
"[23, 2, 24, 3, 25, 3, 15, 1, 25, 3, 26, 0, 25, 3, 15]"
"[24, 3, 25, 3, 15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 25]"
"[25, 3, 15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 25, 3, 24]"
"[25, 3, 26, 0, 25, 3, 15, 1, 25, 3, 24, 3, 23, 2, 24]"
"[26, 0, 25, 3, 15, 1, 25, 3, 24, 3, 23, 2, 24, 3, 14]"
"[32, 3, 22, 2, 23, 2, 33, 0, 32, 3, 22, 2, 23, 2, 24]"
"[22, 2, 23, 2, 33, 0, 32, 3, 22, 2, 23, 2, 24, 3, 14]"
"[33, 0, 32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 4, 1, 14]"
"[32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 4, 1, 14, 2, 15]"
"[22, 2, 23, 2, 24, 3, 14, 2, 4, 1, 14, 2, 15, 1, 25]"
"[23, 2, 24, 3, 14, 2, 4, 1, 14, 2, 15, 1, 25, 3, 24]"
"[24, 3, 14, 2, 4, 1, 14, 2, 15, 1, 25, 3, 24, 3, 14]"
"[14, 2, 4, 1, 14, 2, 15, 1, 25, 3, 24, 3, 14, 2, 24]"
"[4, 1, 14, 2, 15, 1, 25, 3, 24, 3, 14, 2, 24, 3, 14]"
"[14, 2, 15, 1, 25, 3, 24, 3, 14, 2, 24, 3, 14, 2, 15]"
"[15, 1, 25, 3, 24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 25]"
"[25, 3, 24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 25, 3, 15]"
"[24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 16]"
"[24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 16]"
"[50, 3, 40, 1, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24]"
"[40, 1, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 25]"
"[41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 25, 3, 26]"
"[50, 3, 51, 3, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24]"
"[51, 3, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14]"
"[31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 4, 1, 14]"
"[32, 3, 22, 2, 32, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24]"
"[22, 2, 32, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14]"
"[32, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 24]"
"[50, 3, 40, 1, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24]"
"[40, 1, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14]"
"[41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 15]"
"[31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 15, 1, 16]"
"[41, 3, 31, 2, 32, 3, 22, 2, 12, 1, 22, 2, 23, 2, 24]"
"[31, 2, 32, 3, 22, 2, 12, 1, 22, 2, 23, 2, 24, 3, 14]"
"[32, 3, 22, 2, 12, 1, 22, 2, 23, 2, 24, 3, 14, 2, 24]"
"[22, 2, 12, 1, 22, 2, 23, 2, 24, 3, 14, 2, 24, 3, 25]"
"[12, 1, 22, 2, 23, 2, 24, 3, 14, 2, 24, 3, 25, 3, 26]"
"[23, 2, 24, 3, 14, 2, 24, 3, 25, 3, 26, 0, 36, 3, 26]"
"[41, 3, 31, 2, 32, 3, 33, 0, 32, 3, 33, 0, 23, 2, 24]"
"[31, 2, 32, 3, 33, 0, 32, 3, 33, 0, 23, 2, 24, 3, 14]"
"[32, 3, 33, 0, 32, 3, 33, 0, 23, 2, 24, 3, 14, 2, 15]"
"[33, 0, 32, 3, 33, 0, 23, 2, 24, 3, 14, 2, 15, 1, 25]"
"[32, 3, 33, 0, 23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26]"
"[33, 0, 23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 25]"
"[23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 15]"
"[24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 14]"
"[14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 14, 2, 15]"
"[15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 14, 2, 15, 1, 25]"
"[25, 3, 26, 0, 25, 3, 15, 1, 14, 2, 15, 1, 25, 3, 26]"
"[26, 0, 25, 3, 15, 1, 14, 2, 15, 1, 25, 3, 26, 0, 16]"
"[32, 3, 33, 0, 32, 3, 22, 2, 12, 1, 22, 2, 23, 2, 24]"
"[33, 0, 32, 3, 22, 2, 12, 1, 22, 2, 23, 2, 24, 3, 14]"
"[32, 3, 22, 2, 12, 1, 22, 2, 23, 2, 24, 3, 14, 2, 15]"
"[22, 2, 12, 1, 22, 2, 23, 2, 24, 3, 14, 2, 15, 1, 16]"
"[22, 2, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 16]"
"[41, 3, 31, 2, 32, 3, 22, 2, 12, 1, 22, 2, 23, 2, 24]"
"[31, 2, 32, 3, 22, 2, 12, 1, 22, 2, 23, 2, 24, 3, 14]"
"[32, 3, 22, 2, 12, 1, 22, 2, 23, 2, 24, 3, 14, 2, 24]"
"[43, 3, 33, 0, 43, 3, 33, 0, 32, 3, 22, 2, 23, 2, 24]"
"[43, 3, 33, 0, 32, 3, 22, 2, 23, 2, 24, 3, 23, 2, 24]"
"[33, 0, 32, 3, 22, 2, 23, 2, 24, 3, 23, 2, 24, 3, 14]"
"[32, 3, 22, 2, 23, 2, 24, 3, 23, 2, 24, 3, 14, 2, 15]"
"[22, 2, 23, 2, 24, 3, 23, 2, 24, 3, 14, 2, 15, 1, 25]"
"[23, 2, 24, 3, 23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26]"
"[24, 3, 23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 25]"
"[23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 24]"
"[24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 24, 3, 14]"
"[14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 24, 3, 14, 2, 24]"
"[15, 1, 25, 3, 26, 0, 25, 3, 24, 3, 14, 2, 24, 3, 14]"
"[25, 3, 26, 0, 25, 3, 24, 3, 14, 2, 24, 3, 14, 2, 15]"
"[26, 0, 25, 3, 24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 25]"
"[25, 3, 24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 25, 3, 15]"
"[24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 25]"
"[14, 2, 24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 15]"
"[24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 14]"
"[14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 14, 2, 15]"
"[15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 14]"
"[25, 3, 15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 14, 2, 15]"
"[15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 14, 2, 15, 1, 25]"
"[25, 3, 15, 1, 14, 2, 15, 1, 14, 2, 15, 1, 25, 3, 15]"
"[15, 1, 14, 2, 15, 1, 14, 2, 15, 1, 25, 3, 15, 1, 25]"
"[14, 2, 15, 1, 14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 26]"
"[14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 26, 0, 36, 3, 26]"
"[15, 1, 25, 3, 15, 1, 25, 3, 26, 0, 36, 3, 26, 0, 25]"
"[25, 3, 15, 1, 25, 3, 26, 0, 36, 3, 26, 0, 25, 3, 15]"
"[15, 1, 25, 3, 26, 0, 36, 3, 26, 0, 25, 3, 15, 1, 25]"
"[25, 3, 26, 0, 36, 3, 26, 0, 25, 3, 15, 1, 25, 3, 15]"
"[26, 0, 36, 3, 26, 0, 25, 3, 15, 1, 25, 3, 15, 1, 25]"
"[36, 3, 26, 0, 25, 3, 15, 1, 25, 3, 15, 1, 25, 3, 15]"
"[26, 0, 25, 3, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 25]"
"[25, 3, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 25, 3, 24]"
"[41, 3, 31, 2, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24]"
"[31, 2, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 25]"
"[41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 25, 3, 26]"
"[31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 25, 3, 26, 0, 16]"
"[41, 3, 31, 2, 32, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24]"
"[31, 2, 32, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 25]"
"[32, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 25, 3, 15]"
"[31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 25, 3, 15, 1, 25]"
"[32, 3, 22, 2, 23, 2, 24, 3, 25, 3, 15, 1, 25, 3, 24]"
"[22, 2, 23, 2, 24, 3, 25, 3, 15, 1, 25, 3, 24, 3, 25]"
"[23, 2, 24, 3, 25, 3, 15, 1, 25, 3, 24, 3, 25, 3, 15]"
"[24, 3, 25, 3, 15, 1, 25, 3, 24, 3, 25, 3, 15, 1, 25]"
"[25, 3, 15, 1, 25, 3, 24, 3, 25, 3, 15, 1, 25, 3, 26]"
"[15, 1, 25, 3, 24, 3, 25, 3, 15, 1, 25, 3, 26, 0, 25]"
"[25, 3, 24, 3, 25, 3, 15, 1, 25, 3, 26, 0, 25, 3, 15]"
"[24, 3, 25, 3, 15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 14]"
"[25, 3, 15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 14, 2, 15]"
"[15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 14, 2, 15, 1, 16]"
"[50, 3, 40, 1, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24]"
"[32, 3, 22, 2, 32, 3, 22, 2, 12, 1, 22, 2, 23, 2, 24]"
"[32, 3, 22, 2, 12, 1, 22, 2, 23, 2, 24, 3, 23, 2, 24]"
"[22, 2, 12, 1, 22, 2, 23, 2, 24, 3, 23, 2, 24, 3, 25]"
"[12, 1, 22, 2, 23, 2, 24, 3, 23, 2, 24, 3, 25, 3, 15]"
"[22, 2, 23, 2, 24, 3, 23, 2, 24, 3, 25, 3, 15, 1, 25]"
"[23, 2, 24, 3, 23, 2, 24, 3, 25, 3, 15, 1, 25, 3, 24]"
"[24, 3, 23, 2, 24, 3, 25, 3, 15, 1, 25, 3, 24, 3, 14]"
"[23, 2, 24, 3, 25, 3, 15, 1, 25, 3, 24, 3, 14, 2, 15]"
"[24, 3, 25, 3, 15, 1, 25, 3, 24, 3, 14, 2, 15, 1, 14]"
"[25, 3, 15, 1, 25, 3, 24, 3, 14, 2, 15, 1, 14, 2, 15]"
"[15, 1, 25, 3, 24, 3, 14, 2, 15, 1, 14, 2, 15, 1, 14]"
"[25, 3, 24, 3, 14, 2, 15, 1, 14, 2, 15, 1, 14, 2, 15]"
"[24, 3, 14, 2, 15, 1, 14, 2, 15, 1, 14, 2, 15, 1, 16]"
"[32, 3, 31, 2, 32, 3, 33, 0, 32, 3, 22, 2, 23, 2, 24]"
"[31, 2, 32, 3, 33, 0, 32, 3, 22, 2, 23, 2, 24, 3, 14]"
"[33, 0, 32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 4, 1, 14]"
"[32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 4, 1, 14, 2, 24]"
"[22, 2, 23, 2, 24, 3, 14, 2, 4, 1, 14, 2, 24, 3, 25]"
"[23, 2, 24, 3, 14, 2, 4, 1, 14, 2, 24, 3, 25, 3, 24]"
"[24, 3, 14, 2, 4, 1, 14, 2, 24, 3, 25, 3, 24, 3, 14]"
"[14, 2, 4, 1, 14, 2, 24, 3, 25, 3, 24, 3, 14, 2, 15]"
"[4, 1, 14, 2, 24, 3, 25, 3, 24, 3, 14, 2, 15, 1, 25]"
"[14, 2, 24, 3, 25, 3, 24, 3, 14, 2, 15, 1, 25, 3, 15]"
"[24, 3, 25, 3, 24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 25]"
"[25, 3, 24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 26]"
"[24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 26, 0, 25]"
"[14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 26, 0, 25, 3, 15]"
"[15, 1, 25, 3, 15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 16]"
"[50, 3, 40, 1, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24]"
"[40, 1, 41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14]"
"[41, 3, 31, 2, 32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 24]"
"[32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 24, 3, 23, 2, 24]"
"[22, 2, 23, 2, 24, 3, 14, 2, 24, 3, 23, 2, 24, 3, 25]"
"[23, 2, 24, 3, 14, 2, 24, 3, 23, 2, 24, 3, 25, 3, 26]"
"[24, 3, 14, 2, 24, 3, 23, 2, 24, 3, 25, 3, 26, 0, 16]"
"[32, 3, 31, 2, 32, 3, 33, 0, 32, 3, 22, 2, 23, 2, 24]"
"[32, 3, 33, 0, 32, 3, 22, 2, 23, 2, 24, 3, 23, 2, 24]"
"[33, 0, 32, 3, 22, 2, 23, 2, 24, 3, 23, 2, 24, 3, 14]"
"[22, 2, 23, 2, 24, 3, 23, 2, 24, 3, 14, 2, 4, 1, 14]"
"[23, 2, 24, 3, 23, 2, 24, 3, 14, 2, 4, 1, 14, 2, 15]"
"[24, 3, 23, 2, 24, 3, 14, 2, 4, 1, 14, 2, 15, 1, 25]"
"[23, 2, 24, 3, 14, 2, 4, 1, 14, 2, 15, 1, 25, 3, 24]"
"[14, 2, 4, 1, 14, 2, 15, 1, 25, 3, 24, 3, 23, 2, 24]"
"[14, 2, 15, 1, 25, 3, 24, 3, 23, 2, 24, 3, 23, 2, 24]"
"[15, 1, 25, 3, 24, 3, 23, 2, 24, 3, 23, 2, 24, 3, 14]"
"[25, 3, 24, 3, 23, 2, 24, 3, 23, 2, 24, 3, 14, 2, 15]"
"[24, 3, 23, 2, 24, 3, 23, 2, 24, 3, 14, 2, 15, 1, 25]"
"[23, 2, 24, 3, 23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26]"
"[24, 3, 23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 25]"
"[23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 26]"
"[14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 26, 0, 36, 3, 26]"
"[25, 3, 26, 0, 25, 3, 26, 0, 36, 3, 26, 0, 36, 3, 26]"
"[26, 0, 25, 3, 26, 0, 36, 3, 26, 0, 36, 3, 26, 0, 25]"
"[25, 3, 26, 0, 36, 3, 26, 0, 36, 3, 26, 0, 25, 3, 15]"
